Randomizer Version: 4.6.0
Random Seed: 128137046630631
Settings String: 321YRgEegFfAloCVwKSxgSehhsIagfGasY9GAABmwAAAAAARAKA0Mna/JQJCTIGBgTkWwUQE1Bva2Vtb24gQmxhY2sgMiAoRym+Bj4148M4ig==

--Pokemon Base Stats & Types--
NUM|NAME         |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
415 Wadribie      |                - |TM02 Ladestrahl |              - |               - |TM05 Blättersturm |TM06 Pflanzsäulen |TM07 Luftschnitt |            - |            - |               - |          - |TM12 Weckruf |TM13 Auswringen |              - |              - |TM16 Erdbeben |               - |TM18 Techblaster |              - |              - |               - |             - |               - |               - |            - |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |               - |TM31 Giftpuder |              - |              - |TM34 Durchbruch |TM35 Draco Meteor |               - |TM37 Gigastoß |             - |                - |               - |               - |TM42 Feuerreigen |               - |TM44 Metallklaue |               - |TM46 Gähner |              - |              - |                - |            - |               - |           - |               - |TM54 Kopfstoß |               - |TM56 Galanterie |TM57 Vergeltung |TM58 Psyschub |              - |TM60 Blizzard |TM61 Blitzschlag |TM62 Einigler |              - |              - |           - |             - |               - |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |          - |               - |TM73 Ampelleuchte |              - |TM75 Fokusstoß |             - |                - |TM78 Geschwätz |               - |TM80 Wirbelwind |              - |TM82 Dampfwalze |            - |            - |               - |              - |             - |             - |TM89 Kreuzhieb |                - |TM91 Quetschwalze |TM92 Nachtflut |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
416 Honweisel     |                - |TM02 Ladestrahl |              - |               - |TM05 Blättersturm |TM06 Pflanzsäulen |TM07 Luftschnitt |            - |TM09 Tagedieb |               - |          - |TM12 Weckruf |TM13 Auswringen |              - |              - |TM16 Erdbeben |               - |TM18 Techblaster |              - |              - |TM21 Dunkelklaue |             - |               - |               - |            - |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |               - |TM31 Giftpuder |              - |              - |TM34 Durchbruch |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |TM38 Wutanfall |                - |               - |               - |TM42 Feuerreigen |               - |TM44 Metallklaue |               - |TM46 Gähner |              - |              - |                - |            - |               - |           - |               - |TM54 Kopfstoß |TM55 Herzstempel |TM56 Galanterie |TM57 Vergeltung |TM58 Psyschub |              - |TM60 Blizzard |TM61 Blitzschlag |TM62 Einigler |              - |              - |           - |             - |               - |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |          - |TM72 Krabbhammer |TM73 Ampelleuchte |              - |TM75 Fokusstoß |             - |                - |TM78 Geschwätz |               - |TM80 Wirbelwind |TM81 Einäschern |TM82 Dampfwalze |            - |            - |               - |              - |             - |             - |TM89 Kreuzhieb |TM90 Donnerschlag |TM91 Quetschwalze |TM92 Nachtflut |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
417 Pachirisu     |                - |TM02 Ladestrahl |              - |TM04 Elektroball |                - |                - |               - |            - |TM09 Tagedieb |TM10 Donnerblitz |TM11 Lawine |           - |              - |TM14 Ableithieb |TM15 Aurasphäre |            - |TM17 Rasierblatt |               - |              - |              - |               - |             - |TM23 Mülltreffer |               - |TM25 Urgesang |             - |TM27 Nassschweif |             - |             - |TM30 Hitzekoller |             - |TM32 Dornkanone |TM33 Psychostoß |              - |                - |TM36 Samenbomben |            - |             - |                - |               - |TM41 Nitroladung |TM42 Feuerreigen |               - |               - |TM45 Siedewasser |          - |              - |              - |TM49 Klingensturm |TM50 Klärsmog |TM51 Stahlflügel |           - |TM53 Gegenschlag |            - |               - |              - |              - |            - |              - |TM60 Blizzard |TM61 Blitzschlag |            - |              - |              - |           - |             - |               - |TM68 Zermalmklaue |TM69 Triplette |         - |          - |               - |                - |TM74 Volttackle |             - |             - |TM77 Schlagbohrer |TM78 Geschwätz |TM79 Nietenranke |              - |              - |              - |            - |            - |               - |              - |TM87 Sandsturm |             - |             - |TM90 Donnerschlag |                - |             - |               - |                - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
418 Bamelin       |TM01 Lohekanonade |              - |              - |TM04 Elektroball |TM05 Blättersturm |                - |TM07 Luftschnitt |            - |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |TM14 Ableithieb |TM15 Aurasphäre |TM16 Erdbeben |               - |TM18 Techblaster |              - |              - |               - |TM22 Autotomie |               - |TM24 Antik-Kraft |TM25 Urgesang |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |               - |             - |TM32 Dornkanone |TM33 Psychostoß |              - |                - |TM36 Samenbomben |            - |             - |TM39 Zen-Kopfstoß |               - |TM41 Nitroladung |               - |               - |TM44 Metallklaue |TM45 Siedewasser |          - |              - |              - |TM49 Klingensturm |TM50 Klärsmog |TM51 Stahlflügel |           - |               - |            - |TM55 Herzstempel |TM56 Galanterie |              - |            - |TM59 Doppelkick |            - |TM61 Blitzschlag |            - |              - |              - |           - |TM66 Whirlpool |               - |                - |             - |TM70 Blitz |          - |TM72 Krabbhammer |                - |              - |             - |             - |                - |             - |               - |              - |              - |              - |TM83 Felswurf |            - |               - |              - |             - |             - |             - |TM90 Donnerschlag |                - |             - |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
419 Bojelin       |TM01 Lohekanonade |              - |              - |TM04 Elektroball |TM05 Blättersturm |                - |TM07 Luftschnitt |            - |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |TM14 Ableithieb |TM15 Aurasphäre |TM16 Erdbeben |               - |TM18 Techblaster |              - |              - |               - |TM22 Autotomie |TM23 Mülltreffer |TM24 Antik-Kraft |TM25 Urgesang |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |               - |             - |TM32 Dornkanone |TM33 Psychostoß |              - |                - |TM36 Samenbomben |TM37 Gigastoß |             - |TM39 Zen-Kopfstoß |               - |TM41 Nitroladung |               - |TM43 Hyperstrahl |TM44 Metallklaue |TM45 Siedewasser |          - |              - |              - |TM49 Klingensturm |TM50 Klärsmog |TM51 Stahlflügel |           - |               - |            - |TM55 Herzstempel |TM56 Galanterie |              - |            - |TM59 Doppelkick |            - |TM61 Blitzschlag |            - |              - |TM64 Hitzewelle |           - |TM66 Whirlpool |               - |                - |             - |TM70 Blitz |          - |TM72 Krabbhammer |                - |TM74 Volttackle |             - |             - |                - |             - |               - |              - |              - |              - |TM83 Felswurf |            - |               - |              - |             - |TM88 Eisesodem |             - |TM90 Donnerschlag |                - |             - |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
420 Kikugi        |                - |TM02 Ladestrahl |TM03 Gigasauger |TM04 Elektroball |TM05 Blättersturm |TM06 Pflanzsäulen |               - |            - |            - |               - |TM11 Lawine |           - |              - |              - |              - |            - |TM17 Rasierblatt |               - |              - |              - |TM21 Dunkelklaue |             - |               - |TM24 Antik-Kraft |            - |TM26 Hyperzahn |               - |             - |TM29 Knirscher |               - |TM31 Giftpuder |TM32 Dornkanone |TM33 Psychostoß |TM34 Durchbruch |                - |TM36 Samenbomben |TM37 Gigastoß |TM38 Wutanfall |                - |TM40 Drachenrute |               - |TM42 Feuerreigen |               - |               - |               - |TM46 Gähner |TM47 Laubklinge |TM48 Holzgeweih |                - |TM50 Klärsmog |               - |           - |               - |            - |               - |              - |              - |            - |              - |TM60 Blizzard |               - |TM62 Einigler |              - |              - |           - |             - |               - |TM68 Zermalmklaue |             - |         - |          - |               - |                - |              - |             - |             - |                - |             - |TM79 Nietenranke |TM80 Wirbelwind |TM81 Einäschern |TM82 Dampfwalze |            - |TM84 Eissturm |               - |TM86 Schlammbad |             - |             - |TM89 Kreuzhieb |TM90 Donnerschlag |                - |             - |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
421 Kinoso        |TM01 Lohekanonade |TM02 Ladestrahl |TM03 Gigasauger |TM04 Elektroball |TM05 Blättersturm |TM06 Pflanzsäulen |               - |            - |            - |               - |TM11 Lawine |           - |              - |              - |              - |TM16 Erdbeben |TM17 Rasierblatt |               - |              - |              - |TM21 Dunkelklaue |             - |               - |TM24 Antik-Kraft |            - |TM26 Hyperzahn |               - |             - |TM29 Knirscher |               - |TM31 Giftpuder |TM32 Dornkanone |TM33 Psychostoß |TM34 Durchbruch |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |TM38 Wutanfall |                - |TM40 Drachenrute |               - |TM42 Feuerreigen |               - |               - |               - |TM46 Gähner |TM47 Laubklinge |TM48 Holzgeweih |                - |TM50 Klärsmog |               - |           - |               - |            - |TM55 Herzstempel |              - |              - |            - |              - |TM60 Blizzard |               - |TM62 Einigler |              - |TM64 Hitzewelle |           - |             - |               - |TM68 Zermalmklaue |             - |         - |          - |               - |                - |              - |             - |             - |TM77 Schlagbohrer |             - |TM79 Nietenranke |TM80 Wirbelwind |TM81 Einäschern |TM82 Dampfwalze |            - |TM84 Eissturm |TM85 Blättertanz |TM86 Schlammbad |             - |             - |TM89 Kreuzhieb |TM90 Donnerschlag |                - |TM92 Nachtflut |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
422 Schalellos    |                - |              - |TM03 Gigasauger |               - |                - |TM06 Pflanzsäulen |               - |            - |TM09 Tagedieb |               - |          - |TM12 Weckruf |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |TM18 Techblaster |              - |              - |               - |             - |               - |TM24 Antik-Kraft |            - |             - |TM27 Nassschweif |             - |             - |               - |             - |              - |              - |              - |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |             - |                - |               - |               - |               - |TM43 Hyperstrahl |               - |TM45 Siedewasser |          - |              - |              - |TM49 Klingensturm |            - |TM51 Stahlflügel |TM52 Eiszeit |               - |            - |               - |              - |              - |TM58 Psyschub |              - |            - |               - |            - |              - |              - |TM65 Tarnung |TM66 Whirlpool |TM67 Feuersäulen |                - |             - |TM70 Blitz |TM71 Horter |TM72 Krabbhammer |                - |              - |             - |TM76 Konfusion |                - |             - |               - |              - |              - |TM82 Dampfwalze |TM83 Felswurf |            - |               - |              - |             - |             - |             - |                - |                - |TM92 Nachtflut |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
423 Gastrodon     |TM01 Lohekanonade |TM02 Ladestrahl |TM03 Gigasauger |               - |                - |TM06 Pflanzsäulen |               - |TM08 Giftzahn |TM09 Tagedieb |TM10 Donnerblitz |          - |TM12 Weckruf |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |TM18 Techblaster |              - |              - |               - |             - |TM23 Mülltreffer |TM24 Antik-Kraft |TM25 Urgesang |             - |TM27 Nassschweif |TM28 Schaufler |             - |               - |             - |              - |              - |TM34 Durchbruch |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |             - |                - |               - |               - |               - |TM43 Hyperstrahl |               - |TM45 Siedewasser |          - |              - |              - |TM49 Klingensturm |            - |TM51 Stahlflügel |TM52 Eiszeit |               - |            - |               - |              - |              - |TM58 Psyschub |              - |            - |               - |            - |TM63 Giftschock |              - |TM65 Tarnung |TM66 Whirlpool |TM67 Feuersäulen |                - |             - |TM70 Blitz |TM71 Horter |TM72 Krabbhammer |                - |              - |             - |TM76 Konfusion |TM77 Schlagbohrer |TM78 Geschwätz |               - |              - |              - |TM82 Dampfwalze |TM83 Felswurf |            - |               - |              - |TM87 Sandsturm |TM88 Eisesodem |TM89 Kreuzhieb |                - |                - |TM92 Nachtflut |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
424 Ambidiffel    |TM01 Lohekanonade |TM02 Ladestrahl |TM03 Gigasauger |               - |                - |TM06 Pflanzsäulen |               - |TM08 Giftzahn |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |              - |TM16 Erdbeben |               - |TM18 Techblaster |              - |TM20 Raumschlag |               - |TM22 Autotomie |TM23 Mülltreffer |               - |            - |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |TM30 Hitzekoller |             - |TM32 Dornkanone |              - |              - |TM35 Draco Meteor |               - |TM37 Gigastoß |             - |TM39 Zen-Kopfstoß |               - |TM41 Nitroladung |TM42 Feuerreigen |TM43 Hyperstrahl |               - |               - |TM46 Gähner |TM47 Laubklinge |              - |TM49 Klingensturm |            - |               - |TM52 Eiszeit |TM53 Gegenschlag |            - |TM55 Herzstempel |TM56 Galanterie |              - |            - |              - |            - |               - |TM62 Einigler |              - |              - |TM65 Tarnung |             - |               - |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |TM71 Horter |               - |TM73 Ampelleuchte |              - |             - |TM76 Konfusion |TM77 Schlagbohrer |TM78 Geschwätz |TM79 Nietenranke |TM80 Wirbelwind |              - |              - |            - |            - |               - |              - |             - |TM88 Eisesodem |TM89 Kreuzhieb |TM90 Donnerschlag |                - |             - |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
425 Driftlon      |                - |TM02 Ladestrahl |              - |TM04 Elektroball |                - |                - |TM07 Luftschnitt |TM08 Giftzahn |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |TM18 Techblaster |              - |              - |TM21 Dunkelklaue |             - |               - |TM24 Antik-Kraft |            - |TM26 Hyperzahn |               - |TM28 Schaufler |TM29 Knirscher |TM30 Hitzekoller |             - |              - |              - |              - |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |             - |                - |               - |               - |               - |               - |               - |               - |TM46 Gähner |TM47 Laubklinge |              - |                - |            - |TM51 Stahlflügel |           - |               - |            - |TM55 Herzstempel |TM56 Galanterie |              - |TM58 Psyschub |              - |            - |               - |TM62 Einigler |              - |              - |           - |TM66 Whirlpool |TM67 Feuersäulen |                - |             - |         - |TM71 Horter |               - |TM73 Ampelleuchte |              - |             - |             - |                - |TM78 Geschwätz |TM79 Nietenranke |TM80 Wirbelwind |              - |              - |            - |            - |               - |              - |             - |TM88 Eisesodem |             - |                - |                - |             - |               - |                - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
426 Drifzepeli    |                - |TM02 Ladestrahl |              - |TM04 Elektroball |                - |TM06 Pflanzsäulen |TM07 Luftschnitt |TM08 Giftzahn |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |TM18 Techblaster |              - |TM20 Raumschlag |TM21 Dunkelklaue |             - |               - |TM24 Antik-Kraft |TM25 Urgesang |TM26 Hyperzahn |               - |TM28 Schaufler |TM29 Knirscher |TM30 Hitzekoller |             - |              - |              - |TM34 Durchbruch |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |             - |                - |               - |               - |               - |               - |               - |               - |TM46 Gähner |TM47 Laubklinge |              - |                - |TM50 Klärsmog |TM51 Stahlflügel |TM52 Eiszeit |               - |            - |TM55 Herzstempel |TM56 Galanterie |              - |TM58 Psyschub |              - |            - |               - |TM62 Einigler |              - |              - |           - |TM66 Whirlpool |TM67 Feuersäulen |                - |             - |         - |TM71 Horter |               - |TM73 Ampelleuchte |              - |             - |             - |                - |TM78 Geschwätz |TM79 Nietenranke |TM80 Wirbelwind |              - |              - |            - |            - |               - |              - |TM87 Sandsturm |TM88 Eisesodem |             - |                - |TM91 Quetschwalze |TM92 Nachtflut |               - |                - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
427 Haspiror      |                - |              - |              - |TM04 Elektroball |                - |                - |               - |            - |            - |               - |TM11 Lawine |           - |TM13 Auswringen |TM14 Ableithieb |              - |            - |               - |TM18 Techblaster |              - |              - |TM21 Dunkelklaue |             - |TM23 Mülltreffer |TM24 Antik-Kraft |TM25 Urgesang |TM26 Hyperzahn |               - |TM28 Schaufler |             - |TM30 Hitzekoller |TM31 Giftpuder |TM32 Dornkanone |TM33 Psychostoß |              - |TM35 Draco Meteor |               - |TM37 Gigastoß |             - |                - |               - |TM41 Nitroladung |               - |TM43 Hyperstrahl |               - |               - |TM46 Gähner |TM47 Laubklinge |TM48 Holzgeweih |TM49 Klingensturm |            - |               - |           - |               - |            - |               - |TM56 Galanterie |              - |            - |              - |TM60 Blizzard |TM61 Blitzschlag |TM62 Einigler |TM63 Giftschock |              - |TM65 Tarnung |             - |               - |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |TM71 Horter |               - |                - |              - |             - |             - |                - |             - |               - |              - |              - |              - |TM83 Felswurf |            - |TM85 Blättertanz |              - |             - |             - |             - |                - |                - |             - |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
428 Schlapor      |                - |              - |              - |TM04 Elektroball |                - |                - |               - |            - |TM09 Tagedieb |               - |TM11 Lawine |           - |TM13 Auswringen |TM14 Ableithieb |              - |            - |               - |TM18 Techblaster |              - |              - |TM21 Dunkelklaue |             - |TM23 Mülltreffer |TM24 Antik-Kraft |TM25 Urgesang |TM26 Hyperzahn |               - |TM28 Schaufler |             - |TM30 Hitzekoller |TM31 Giftpuder |TM32 Dornkanone |TM33 Psychostoß |              - |TM35 Draco Meteor |TM36 Samenbomben |TM37 Gigastoß |             - |                - |               - |TM41 Nitroladung |               - |TM43 Hyperstrahl |TM44 Metallklaue |               - |TM46 Gähner |TM47 Laubklinge |TM48 Holzgeweih |TM49 Klingensturm |            - |               - |           - |               - |TM54 Kopfstoß |               - |TM56 Galanterie |              - |            - |              - |TM60 Blizzard |TM61 Blitzschlag |TM62 Einigler |TM63 Giftschock |TM64 Hitzewelle |TM65 Tarnung |             - |TM67 Feuersäulen |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |TM71 Horter |               - |                - |              - |             - |             - |                - |             - |               - |TM80 Wirbelwind |              - |              - |TM83 Felswurf |            - |TM85 Blättertanz |TM86 Schlammbad |             - |             - |TM89 Kreuzhieb |                - |                - |             - |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
429 Traunmagil    |TM01 Lohekanonade |TM02 Ladestrahl |TM03 Gigasauger |TM04 Elektroball |                - |                - |TM07 Luftschnitt |            - |TM09 Tagedieb |TM10 Donnerblitz |          - |           - |              - |              - |              - |TM16 Erdbeben |TM17 Rasierblatt |TM18 Techblaster |TM19 Frosthauch |TM20 Raumschlag |TM21 Dunkelklaue |             - |               - |               - |            - |             - |               - |TM28 Schaufler |TM29 Knirscher |TM30 Hitzekoller |             - |TM32 Dornkanone |              - |              - |TM35 Draco Meteor |               - |TM37 Gigastoß |             - |                - |               - |TM41 Nitroladung |TM42 Feuerreigen |TM43 Hyperstrahl |               - |               - |          - |TM47 Laubklinge |              - |TM49 Klingensturm |            - |               - |TM52 Eiszeit |TM53 Gegenschlag |            - |TM55 Herzstempel |              - |TM57 Vergeltung |            - |              - |TM60 Blizzard |TM61 Blitzschlag |            - |              - |              - |TM65 Tarnung |TM66 Whirlpool |TM67 Feuersäulen |                - |             - |         - |          - |TM72 Krabbhammer |TM73 Ampelleuchte |              - |TM75 Fokusstoß |             - |TM77 Schlagbohrer |             - |               - |TM80 Wirbelwind |              - |TM82 Dampfwalze |            - |TM84 Eissturm |               - |              - |             - |             - |             - |                - |                - |             - |               - |                - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
430 Kramshef      |                - |TM02 Ladestrahl |TM03 Gigasauger |               - |                - |TM06 Pflanzsäulen |TM07 Luftschnitt |TM08 Giftzahn |TM09 Tagedieb |               - |TM11 Lawine |           - |TM13 Auswringen |              - |TM15 Aurasphäre |TM16 Erdbeben |TM17 Rasierblatt |TM18 Techblaster |              - |TM20 Raumschlag |               - |             - |TM23 Mülltreffer |               - |TM25 Urgesang |             - |               - |             - |TM29 Knirscher |               - |             - |TM32 Dornkanone |TM33 Psychostoß |              - |                - |TM36 Samenbomben |TM37 Gigastoß |TM38 Wutanfall |                - |               - |TM41 Nitroladung |               - |               - |               - |               - |          - |TM47 Laubklinge |              - |                - |            - |TM51 Stahlflügel |TM52 Eiszeit |               - |            - |TM55 Herzstempel |TM56 Galanterie |              - |TM58 Psyschub |              - |TM60 Blizzard |TM61 Blitzschlag |            - |              - |              - |           - |             - |TM67 Feuersäulen |                - |             - |TM70 Blitz |          - |               - |                - |TM74 Volttackle |             - |             - |TM77 Schlagbohrer |TM78 Geschwätz |TM79 Nietenranke |              - |              - |TM82 Dampfwalze |            - |TM84 Eissturm |               - |TM86 Schlammbad |             - |             - |             - |                - |                - |             - |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
431 Charmian      |TM01 Lohekanonade |              - |              - |               - |                - |                - |TM07 Luftschnitt |            - |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |TM18 Techblaster |              - |TM20 Raumschlag |               - |TM22 Autotomie |               - |               - |TM25 Urgesang |TM26 Hyperzahn |               - |             - |             - |               - |TM31 Giftpuder |TM32 Dornkanone |              - |              - |                - |               - |TM37 Gigastoß |             - |TM39 Zen-Kopfstoß |               - |               - |               - |TM43 Hyperstrahl |               - |               - |TM46 Gähner |              - |TM48 Holzgeweih |                - |TM50 Klärsmog |TM51 Stahlflügel |           - |               - |            - |TM55 Herzstempel |TM56 Galanterie |TM57 Vergeltung |            - |TM59 Doppelkick |            - |TM61 Blitzschlag |TM62 Einigler |TM63 Giftschock |              - |TM65 Tarnung |             - |TM67 Feuersäulen |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |TM71 Horter |               - |                - |              - |             - |TM76 Konfusion |                - |             - |               - |TM80 Wirbelwind |              - |              - |            - |TM84 Eissturm |TM85 Blättertanz |              - |             - |             - |             - |TM90 Donnerschlag |                - |             - |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
432 Shnurgarst    |TM01 Lohekanonade |              - |              - |               - |                - |                - |TM07 Luftschnitt |            - |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |TM18 Techblaster |              - |TM20 Raumschlag |               - |TM22 Autotomie |               - |TM24 Antik-Kraft |TM25 Urgesang |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |               - |TM31 Giftpuder |TM32 Dornkanone |              - |              - |                - |               - |TM37 Gigastoß |             - |TM39 Zen-Kopfstoß |               - |               - |               - |TM43 Hyperstrahl |               - |               - |TM46 Gähner |              - |TM48 Holzgeweih |TM49 Klingensturm |TM50 Klärsmog |TM51 Stahlflügel |           - |               - |            - |TM55 Herzstempel |TM56 Galanterie |TM57 Vergeltung |            - |TM59 Doppelkick |            - |TM61 Blitzschlag |TM62 Einigler |TM63 Giftschock |              - |TM65 Tarnung |             - |TM67 Feuersäulen |TM68 Zermalmklaue |TM69 Triplette |TM70 Blitz |TM71 Horter |               - |TM73 Ampelleuchte |TM74 Volttackle |             - |TM76 Konfusion |                - |             - |               - |TM80 Wirbelwind |              - |              - |            - |TM84 Eissturm |TM85 Blättertanz |              - |             - |             - |             - |TM90 Donnerschlag |                - |             - |               - |TM94 Ruckzuckhieb |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
433 Klingplim     |TM01 Lohekanonade |              - |              - |TM04 Elektroball |TM05 Blättersturm |                - |               - |            - |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |TM15 Aurasphäre |            - |               - |               - |              - |              - |TM21 Dunkelklaue |TM22 Autotomie |               - |               - |TM25 Urgesang |TM26 Hyperzahn |TM27 Nassschweif |             - |TM29 Knirscher |               - |TM31 Giftpuder |TM32 Dornkanone |TM33 Psychostoß |              - |TM35 Draco Meteor |               - |TM37 Gigastoß |             - |TM39 Zen-Kopfstoß |               - |TM41 Nitroladung |               - |               - |TM44 Metallklaue |TM45 Siedewasser |TM46 Gähner |              - |              - |                - |            - |               - |           - |               - |TM54 Kopfstoß |TM55 Herzstempel |TM56 Galanterie |TM57 Vergeltung |TM58 Psyschub |              - |            - |TM61 Blitzschlag |TM62 Einigler |              - |              - |TM65 Tarnung |             - |               - |TM68 Zermalmklaue |             - |         - |          - |TM72 Krabbhammer |TM73 Ampelleuchte |TM74 Volttackle |TM75 Fokusstoß |             - |                - |             - |               - |TM80 Wirbelwind |TM81 Einäschern |              - |            - |            - |               - |              - |             - |TM88 Eisesodem |             - |                - |                - |             - |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
434 Skunkapuh     |                - |TM02 Ladestrahl |              - |               - |                - |                - |               - |TM08 Giftzahn |TM09 Tagedieb |               - |          - |           - |TM13 Auswringen |              - |TM15 Aurasphäre |            - |TM17 Rasierblatt |               - |TM19 Frosthauch |TM20 Raumschlag |               - |             - |TM23 Mülltreffer |               - |            - |TM26 Hyperzahn |               - |             - |             - |               - |TM31 Giftpuder |TM32 Dornkanone |              - |              - |                - |               - |TM37 Gigastoß |             - |                - |               - |               - |TM42 Feuerreigen |TM43 Hyperstrahl |TM44 Metallklaue |               - |TM46 Gähner |              - |TM48 Holzgeweih |TM49 Klingensturm |TM50 Klärsmog |TM51 Stahlflügel |           - |               - |TM54 Kopfstoß |               - |              - |              - |TM58 Psyschub |              - |TM60 Blizzard |               - |TM62 Einigler |TM63 Giftschock |              - |TM65 Tarnung |             - |               - |                - |TM69 Triplette |TM70 Blitz |TM71 Horter |TM72 Krabbhammer |TM73 Ampelleuchte |              - |TM75 Fokusstoß |             - |                - |             - |               - |TM80 Wirbelwind |              - |              - |TM83 Felswurf |TM84 Eissturm |               - |TM86 Schlammbad |             - |             - |             - |TM90 Donnerschlag |TM91 Quetschwalze |TM92 Nachtflut |               - |TM94 Ruckzuckhieb |TM95 Blattgeißel |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Kaskade |HM06 Taucher |
