Randomizer Version: 4.6.0
Random Seed: 58742429271623
Settings String: 321aRgEejHAAnkCcwGyvBCeAxliMgMAFAA9CQABugAAAAAAAgCI5ATkzKcJCTIHBwTkUQUQCVBva2Vtb24gWaOSWAfjwziK

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
437 Bronzong         |TM01 Hone Claws |               - |TM03 Psyshock |TM04 Calm Mind |TM05 Roar |TM06 Toxic |        - |           - |             - |                - |             - |         - |            - |            - |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |TM20 Safeguard |               - |              - |              - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |TM29 Psychic |               - |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |             - |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |          - |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |TM51 Steel Wing |TM52 Focus Blast |               - |TM54 False Swipe |TM55 Scald |TM56 Fling |               - |TM58 Sky Drop |              - |         - |               - |              - |           - |TM64 Explosion |               - |           - |             - |               - |TM69 Rock Polish |         - |TM71 Stone Edge |TM72 Volt Switch |                - |             - |                - |TM76 Struggle Bug |TM77 Psych Up |            - |                - |              - |             - |TM82 Dragon Tail |               - |              - |TM85 Dream Eater |TM86 Grass Knot |           - |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |TM92 Trick Room |               - |              - |TM95 Snarl |TM96 Nature Power |TM97 Dark Pulse |                  - |                  - |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
438 Bonsly           |              - |TM02 Dragon Claw |TM03 Psyshock |             - |TM05 Roar |         - |        - |           - |             - |TM10 Hidden Power |             - |TM12 Taunt |TM13 Ice Beam |            - |              - |                - |           - |              - |         - |             - |               - |TM22 Solar Beam |TM23 Smack Down |               - |           - |TM26 Earthquake |TM27 Return |       - |           - |               - |               - |               - |           - |               - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |              - |TM41 Torment |          - |                - |        - |TM45 Attract |         - |TM47 Low Sweep |         - |                - |            - |              - |               - |TM53 Energy Ball |               - |         - |         - |               - |            - |              - |TM60 Quash |TM61 Will-O-Wisp |TM62 Acrobatics |           - |TM64 Explosion |TM65 Shadow Claw |           - |             - |TM68 Giga Impact |TM69 Rock Polish |TM70 Flash |TM71 Stone Edge |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |TM79 Frost Breath |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |              - |TM91 Flash Cannon |TM92 Trick Room |               - |              - |TM95 Snarl |                - |              - |                  - |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
439 Mime Jr.         |              - |TM02 Dragon Claw |TM03 Psyshock |TM04 Calm Mind |TM05 Roar |         - |        - |           - |             - |                - |TM11 Sunny Day |TM12 Taunt |            - |            - |              - |TM16 Light Screen |           - |              - |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |       - |TM29 Psychic |               - |               - |               - |TM33 Reflect |               - |                - |               - |             - |TM38 Fire Blast |             - |TM40 Aerial Ace |TM41 Torment |          - |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |TM51 Steel Wing |TM52 Focus Blast |TM53 Energy Ball |TM54 False Swipe |         - |         - |               - |            - |              - |         - |               - |TM62 Acrobatics |           - |TM64 Explosion |               - |           - |             - |TM68 Giga Impact |TM69 Rock Polish |         - |TM71 Stone Edge |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |                - |TM77 Psych Up |            - |TM79 Frost Breath |              - |             - |               - |               - |              - |TM85 Dream Eater |TM86 Grass Knot |           - |              - |TM89 U-turn |              - |                - |TM92 Trick Room |               - |TM94 Rock Smash |TM95 Snarl |TM96 Nature Power |TM97 Dark Pulse |                  - |TM99 Dazzling Gleam |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
440 Happiny          |TM01 Hone Claws |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |                - |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |         - |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |TM24 Thunderbolt |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |TM33 Reflect |TM34 Sludge Wave |TM35 Flamethrower |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |        - |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |TM53 Energy Ball |TM54 False Swipe |TM55 Scald |TM56 Fling |               - |            - |              - |         - |TM61 Will-O-Wisp |              - |           - |TM64 Explosion |TM65 Shadow Claw |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |              - |               - |                - |             - |TM75 Swords Dance |                - |TM77 Psych Up |TM78 Bulldoze |TM79 Frost Breath |TM80 Rock Slide |             - |               - |               - |TM84 Poison Jab |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |              - |         - |TM96 Nature Power |TM97 Dark Pulse |                  - |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
441 Chatot           |TM01 Hone Claws |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |                - |TM11 Sunny Day |         - |            - |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |              - |TM19 Roost |TM20 Safeguard |TM21 Frustration |              - |              - |TM24 Thunderbolt |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |TM33 Reflect |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |TM52 Focus Blast |TM53 Energy Ball |TM54 False Swipe |TM55 Scald |         - |               - |TM58 Sky Drop |              - |TM60 Quash |TM61 Will-O-Wisp |TM62 Acrobatics |TM63 Embargo |TM64 Explosion |               - |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |              - |TM72 Volt Switch |                - |TM74 Gyro Ball |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |TM84 Poison Jab |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |              - |               - |TM94 Rock Smash |TM95 Snarl |TM96 Nature Power |              - |                  - |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
442 Spiritomb        |              - |TM02 Dragon Claw |            - |TM04 Calm Mind |TM05 Roar |         - |        - |           - |             - |                - |             - |TM12 Taunt |            - |TM14 Blizzard |TM15 Hyper Beam |                - |           - |              - |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |       - |           - |TM30 Shadow Ball |TM31 Brick Break |               - |           - |               - |                - |               - |TM37 Sandstorm |              - |             - |              - |TM41 Torment |TM42 Facade |                - |        - |TM45 Attract |         - |TM47 Low Sweep |         - |TM49 Echoed Voice |            - |              - |TM52 Focus Blast |               - |               - |TM55 Scald |TM56 Fling |TM57 Charge Beam |            - |TM59 Incinerate |TM60 Quash |               - |              - |TM63 Embargo |             - |TM65 Shadow Claw |TM66 Payback |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |                - |             - |TM75 Swords Dance |                - |TM77 Psych Up |            - |                - |              - |             - |               - |               - |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |              - |                - |              - |TM93 Wild Charge |              - |TM95 Snarl |TM96 Nature Power |TM97 Dark Pulse |                  - |                  - |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
443 Gible            |              - |TM02 Dragon Claw |TM03 Psyshock |TM04 Calm Mind |        - |         - |        - |           - |             - |TM10 Hidden Power |             - |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |               - |              - |              - |               - |TM25 Thunder |TM26 Earthquake |          - |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |              - |TM41 Torment |          - |TM43 Flame Charge |        - |           - |         - |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |              - |TM60 Quash |               - |              - |           - |             - |               - |           - |TM67 Retaliate |               - |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |              - |                - |              - |               - |              - |TM95 Snarl |                - |TM97 Dark Pulse |TM98 Power-Up Punch |                  - |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
444 Gabite           |              - |TM02 Dragon Claw |TM03 Psyshock |TM04 Calm Mind |        - |         - |        - |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |               - |              - |              - |               - |TM25 Thunder |TM26 Earthquake |          - |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |              - |TM41 Torment |          - |TM43 Flame Charge |        - |TM45 Attract |         - |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |              - |TM60 Quash |               - |TM62 Acrobatics |           - |             - |               - |TM66 Payback |TM67 Retaliate |               - |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |TM91 Flash Cannon |              - |               - |              - |TM95 Snarl |                - |TM97 Dark Pulse |TM98 Power-Up Punch |                  - |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
445 Garchomp         |              - |TM02 Dragon Claw |TM03 Psyshock |TM04 Calm Mind |        - |         - |        - |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |               - |              - |              - |               - |TM25 Thunder |TM26 Earthquake |          - |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |TM33 Reflect |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |              - |TM41 Torment |          - |TM43 Flame Charge |        - |TM45 Attract |         - |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |              - |TM60 Quash |               - |TM62 Acrobatics |           - |TM64 Explosion |               - |TM66 Payback |TM67 Retaliate |               - |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |TM74 Gyro Ball |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |TM91 Flash Cannon |              - |               - |              - |TM95 Snarl |                - |TM97 Dark Pulse |TM98 Power-Up Punch |                  - |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
446 Munchlax         |TM01 Hone Claws |               - |            - |             - |TM05 Roar |         - |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |TM19 Roost |TM20 Safeguard |TM21 Frustration |              - |TM23 Smack Down |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |          - |       - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |TM34 Sludge Wave |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |TM50 Overheat |TM51 Steel Wing |               - |TM53 Energy Ball |TM54 False Swipe |         - |TM56 Fling |               - |TM58 Sky Drop |TM59 Incinerate |         - |               - |TM62 Acrobatics |           - |TM64 Explosion |               - |           - |TM67 Retaliate |TM68 Giga Impact |TM69 Rock Polish |TM70 Flash |              - |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |                - |TM77 Psych Up |            - |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |TM92 Trick Room |TM93 Wild Charge |              - |TM95 Snarl |TM96 Nature Power |TM97 Dark Pulse |                  - |TM99 Dazzling Gleam |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
447 Riolu            |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |TM08 Bulk Up |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |TM14 Blizzard |              - |TM16 Light Screen |TM17 Protect |              - |TM19 Roost |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |TM25 Thunder |TM26 Earthquake |          - |       - |           - |               - |TM31 Brick Break |               - |TM33 Reflect |TM34 Sludge Wave |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |        - |           - |         - |TM47 Low Sweep |         - |TM49 Echoed Voice |            - |              - |TM52 Focus Blast |               - |               - |         - |         - |               - |            - |              - |         - |TM61 Will-O-Wisp |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |            - |                - |              - |TM81 X-Scissor |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |              - |               - |TM94 Rock Smash |         - |TM96 Nature Power |              - |TM98 Power-Up Punch |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
448 Lucario          |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |TM08 Bulk Up |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |TM14 Blizzard |              - |TM16 Light Screen |TM17 Protect |              - |TM19 Roost |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |TM25 Thunder |TM26 Earthquake |          - |       - |           - |               - |TM31 Brick Break |               - |TM33 Reflect |TM34 Sludge Wave |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |        - |           - |         - |TM47 Low Sweep |         - |TM49 Echoed Voice |            - |TM51 Steel Wing |TM52 Focus Blast |TM53 Energy Ball |               - |         - |         - |               - |            - |TM59 Incinerate |         - |TM61 Will-O-Wisp |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |            - |                - |              - |TM81 X-Scissor |TM82 Dragon Tail |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |TM91 Flash Cannon |              - |               - |TM94 Rock Smash |         - |TM96 Nature Power |              - |TM98 Power-Up Punch |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
449 Hippopotas       |              - |               - |TM03 Psyshock |             - |        - |         - |        - |           - |TM09 Venoshock |TM10 Hidden Power |             - |         - |            - |            - |              - |                - |           - |              - |TM19 Roost |             - |TM21 Frustration |              - |TM23 Smack Down |               - |           - |              - |          - |TM28 Dig |           - |               - |               - |               - |TM33 Reflect |               - |TM35 Flamethrower |               - |             - |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |        - |           - |TM46 Thief |TM47 Low Sweep |         - |                - |            - |              - |               - |TM53 Energy Ball |               - |         - |         - |               - |TM58 Sky Drop |              - |         - |               - |              - |           - |TM64 Explosion |               - |           - |             - |TM68 Giga Impact |TM69 Rock Polish |TM70 Flash |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |TM75 Swords Dance |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |              - |          - |TM90 Substitute |TM91 Flash Cannon |              - |TM93 Wild Charge |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
450 Hippowdon        |TM01 Hone Claws |               - |TM03 Psyshock |             - |        - |         - |        - |           - |TM09 Venoshock |TM10 Hidden Power |             - |         - |            - |            - |              - |                - |           - |              - |TM19 Roost |             - |TM21 Frustration |TM22 Solar Beam |TM23 Smack Down |               - |           - |              - |TM27 Return |TM28 Dig |           - |               - |               - |               - |TM33 Reflect |               - |TM35 Flamethrower |               - |             - |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |TM43 Flame Charge |        - |           - |TM46 Thief |TM47 Low Sweep |         - |                - |            - |              - |               - |TM53 Energy Ball |               - |TM55 Scald |         - |               - |TM58 Sky Drop |TM59 Incinerate |         - |               - |              - |           - |TM64 Explosion |               - |           - |             - |TM68 Giga Impact |TM69 Rock Polish |TM70 Flash |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |TM75 Swords Dance |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |TM83 Infestation |              - |               - |              - |TM87 Swagger |              - |          - |TM90 Substitute |TM91 Flash Cannon |              - |TM93 Wild Charge |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
451 Skorupi          |              - |               - |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |        - |TM08 Bulk Up |TM09 Venoshock |TM10 Hidden Power |             - |         - |TM13 Ice Beam |            - |              - |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |              - |              - |               - |TM25 Thunder |TM26 Earthquake |          - |TM28 Dig |           - |               - |               - |TM32 Double Team |TM33 Reflect |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |TM64 Explosion |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |TM72 Volt Switch |                - |             - |                - |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |                - |              - |TM81 X-Scissor |               - |TM83 Infestation |TM84 Poison Jab |               - |              - |           - |              - |TM89 U-turn |              - |                - |              - |TM93 Wild Charge |              - |         - |TM96 Nature Power |              - |TM98 Power-Up Punch |TM99 Dazzling Gleam |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
452 Drapion          |TM01 Hone Claws |               - |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |        - |TM08 Bulk Up |TM09 Venoshock |TM10 Hidden Power |             - |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |TM25 Thunder |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |TM33 Reflect |TM34 Sludge Wave |                - |TM36 Sludge Bomb |TM37 Sandstorm |              - |             - |TM40 Aerial Ace |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |TM56 Fling |               - |            - |              - |TM60 Quash |               - |              - |TM63 Embargo |TM64 Explosion |               - |TM66 Payback |             - |TM68 Giga Impact |               - |TM70 Flash |              - |TM72 Volt Switch |                - |             - |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |TM78 Bulldoze |                - |              - |TM81 X-Scissor |               - |TM83 Infestation |TM84 Poison Jab |               - |              - |           - |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |TM93 Wild Charge |              - |TM95 Snarl |TM96 Nature Power |TM97 Dark Pulse |TM98 Power-Up Punch |TM99 Dazzling Gleam |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
453 Croagunk         |TM01 Hone Claws |               - |            - |TM04 Calm Mind |TM05 Roar |TM06 Toxic |TM07 Hail |TM08 Bulk Up |TM09 Venoshock |                - |             - |         - |            - |            - |              - |                - |           - |              - |TM19 Roost |             - |               - |TM22 Solar Beam |TM23 Smack Down |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |           - |               - |TM31 Brick Break |               - |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |              - |TM41 Torment |          - |                - |        - |           - |         - |TM47 Low Sweep |         - |                - |TM50 Overheat |TM51 Steel Wing |TM52 Focus Blast |               - |               - |TM55 Scald |         - |               - |            - |              - |         - |               - |TM62 Acrobatics |           - |             - |TM65 Shadow Claw |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |TM71 Stone Edge |               - |                - |             - |TM75 Swords Dance |                - |TM77 Psych Up |            - |                - |              - |             - |               - |TM83 Infestation |TM84 Poison Jab |               - |              - |TM87 Swagger |              - |TM89 U-turn |              - |TM91 Flash Cannon |              - |               - |TM94 Rock Smash |TM95 Snarl |TM96 Nature Power |              - |TM98 Power-Up Punch |TM99 Dazzling Gleam |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
454 Toxicroak        |TM01 Hone Claws |               - |            - |TM04 Calm Mind |TM05 Roar |TM06 Toxic |TM07 Hail |TM08 Bulk Up |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |           - |              - |TM19 Roost |             - |               - |TM22 Solar Beam |TM23 Smack Down |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |           - |               - |TM31 Brick Break |               - |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |             - |              - |TM41 Torment |TM42 Facade |                - |        - |           - |         - |TM47 Low Sweep |         - |                - |TM50 Overheat |TM51 Steel Wing |TM52 Focus Blast |TM53 Energy Ball |               - |TM55 Scald |TM56 Fling |               - |TM58 Sky Drop |              - |         - |               - |TM62 Acrobatics |           - |             - |TM65 Shadow Claw |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |TM71 Stone Edge |               - |                - |             - |TM75 Swords Dance |TM76 Struggle Bug |TM77 Psych Up |            - |                - |              - |             - |               - |TM83 Infestation |TM84 Poison Jab |               - |              - |TM87 Swagger |              - |TM89 U-turn |              - |TM91 Flash Cannon |              - |               - |TM94 Rock Smash |TM95 Snarl |TM96 Nature Power |              - |TM98 Power-Up Punch |TM99 Dazzling Gleam |TM100 Confide |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
455 Carnivine        |              - |TM02 Dragon Claw |            - |             - |TM05 Roar |         - |        - |           - |             - |                - |TM11 Sunny Day |         - |TM13 Ice Beam |            - |              - |                - |           - |              - |         - |             - |TM21 Frustration |TM22 Solar Beam |TM23 Smack Down |               - |           - |              - |TM27 Return |       - |           - |               - |TM31 Brick Break |               - |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |           - |         - |             - |TM48 Round |                - |            - |              - |               - |TM53 Energy Ball |TM54 False Swipe |         - |TM56 Fling |               - |            - |TM59 Incinerate |TM60 Quash |               - |              - |TM63 Embargo |             - |TM65 Shadow Claw |           - |             - |TM68 Giga Impact |               - |TM70 Flash |TM71 Stone Edge |TM72 Volt Switch |                - |             - |TM75 Swords Dance |                - |TM77 Psych Up |            - |                - |              - |             - |               - |TM83 Infestation |              - |               - |TM86 Grass Knot |           - |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |TM92 Trick Room |               - |              - |         - |TM96 Nature Power |              - |                  - |TM99 Dazzling Gleam |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
456 Finneon          |              - |TM02 Dragon Claw |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |TM07 Hail |TM08 Bulk Up |TM09 Venoshock |                - |             - |         - |            - |TM14 Blizzard |              - |                - |           - |TM18 Rain Dance |         - |TM20 Safeguard |               - |              - |              - |TM24 Thunderbolt |           - |              - |TM27 Return |TM28 Dig |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |        - |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |TM51 Steel Wing |TM52 Focus Blast |               - |               - |TM55 Scald |         - |               - |            - |              - |TM60 Quash |               - |TM62 Acrobatics |           - |TM64 Explosion |               - |TM66 Payback |TM67 Retaliate |               - |               - |         - |              - |TM72 Volt Switch |                - |             - |                - |TM76 Struggle Bug |            - |            - |TM79 Frost Breath |              - |             - |               - |               - |TM84 Poison Jab |               - |TM86 Grass Knot |           - |TM88 Sleep Talk |          - |              - |TM91 Flash Cannon |              - |               - |              - |         - |                - |              - |                  - |TM99 Dazzling Gleam |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
457 Lumineon         |              - |TM02 Dragon Claw |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |TM07 Hail |TM08 Bulk Up |TM09 Venoshock |                - |             - |         - |            - |TM14 Blizzard |              - |TM16 Light Screen |           - |TM18 Rain Dance |         - |TM20 Safeguard |               - |              - |              - |TM24 Thunderbolt |           - |              - |TM27 Return |TM28 Dig |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |             - |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |        - |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |TM51 Steel Wing |TM52 Focus Blast |               - |               - |TM55 Scald |         - |               - |            - |              - |TM60 Quash |               - |TM62 Acrobatics |           - |TM64 Explosion |               - |TM66 Payback |TM67 Retaliate |               - |               - |         - |              - |TM72 Volt Switch |                - |             - |                - |TM76 Struggle Bug |            - |            - |TM79 Frost Breath |              - |             - |               - |               - |TM84 Poison Jab |               - |TM86 Grass Knot |           - |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |              - |TM93 Wild Charge |              - |         - |                - |TM97 Dark Pulse |                  - |TM99 Dazzling Gleam |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
