Randomizer Version: 4.6.0
Random Seed: 141708394892133
Settings String: 321aQgEejiDAYYBiQGy0AKeAh8iagfQatA+CQABmgAAAAAAPAyA0NnaeaaJCTIGBQDkEQUQFFBva2Vtb24gUGxhdGludW0gKEcp7r7ouOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
499 GIRATINA-O    |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Auflockern |HM06 Zertrümmerer |HM07 Kaskade |HM08 Kraxler |
500 SHAYMIN-S     |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Auflockern |HM06 Zertrümmerer |HM07 Kaskade |HM08 Kraxler |
501 ROTOM-H       |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |HM01 Zerschneider |HM02 Fliegen |HM03 Surfer |HM04 Stärke |HM05 Auflockern |HM06 Zertrümmerer |HM07 Kaskade |HM08 Kraxler |
502 ROTOM-W       |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |                - |           - |          - |          - |              - |                - |           - |           - |
503 ROTOM-Fr      |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |                - |           - |          - |          - |              - |                - |           - |           - |
504 ROTOM-Fa      |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |                - |           - |          - |          - |              - |                - |           - |           - |
505 ROTOM-M       |            - |                - |              - |               - |               - |TM06 Giftzahn |             - |            - |             - |TM10 Kraftkoloss |TM11 Steinwurf |                - |              - |               - |               - |TM16 Stahlflügel |TM17 Gifthieb |TM18 Eierbombe |           - |               - |TM21 Trugträne |               - |               - |TM24 Käfergebrumm |TM25 Biss |               - |TM27 Finsteraura |             - |              - |TM30 Lake |            - |TM32 Vergeltung |TM33 Klingensturm |TM34 Eiszahn |               - |               - |               - |              - |              - |             - |         - |TM42 Durchbruch |TM43 Donnerzahn |TM44 Psyschub |                - |TM46 Fassade |            - |             - |TM49 Windschnitt |                - |                - |                - |                - |            - |                - |             - |TM57 Geowurf |TM58 Flammenwurf |            - |              - |TM61 Flammensturm |                - |              - |            - |               - |            - |            - |            - |               - |TM70 Blitz |             - |          - |TM73 Akupressur |            - |             - |                - |TM77 Feuerzahn |           - |TM79 Kopfnuss |              - |              - |TM82 Dunkelklaue |TM83 Konfusion |                - |TM85 Duonadel |             - |TM87 Turbodreher |              - |            - |TM90 Zeitenlärm |              - |               - |                - |           - |          - |          - |              - |                - |           - |           - |

--Move Tutor Moves--
Taucher    -> Psychoklinge
Lehmschelle -> Sondersensor
Zornklinge -> Blättertanz
Eissturm   -> Rückkehr  
Walzer     -> Energieball
Donnerschlag -> Furienschlag
Feuerschlag -> Rechte Hand
Kraftkoloss -> Nietenranke
Eishieb    -> Eissturm  
Eisenschädel -> Dreifachkick
Nassschweif -> Eisstrahl 
Unheilböen -> Heilbefehl
Magensäfte -> Unheilböen
Schnarcher -> Blattgeißel
Groll      -> Vielender 
Windschnitt -> Riechsalz 
Rechte Hand -> Ladestrahl
Notsituation -> Fadenschuss
Wutanfall  -> Drachenstoß
Antik-Kraft -> Steinkante
Synthese   -> Läuterfeuer
Ampelleuchte -> Fokusstoß 
Zen-Kopfstoß -> Geheimpower
Vakuumwelle -> Sprungkick
Erdkräfte  -> Turbotempo
Mülltreffer -> Hornattacke
Windhose   -> Hitzewelle
Samenbomben -> Volttackle
Eisenabwehr -> Scheinwerfer
Magnetflug -> Gewissheit
Zuflucht   -> Lawine    
Sprungfeder -> Klammer   
Trickbetrug -> Psychokinese
Hitzewelle -> Hyperzahn 
Abschlag   -> Pflücker  
Tiefschlag -> Nassschweif
Sternschauer -> Strafattacke
Aufruhr    -> Erdkräfte 

--Move Tutor Compatibility--
  1 Bisasam       |Psychoklinge |Sondersensor |          - |       - |Energieball |Furienschlag |          - |Nietenranke |       - |           - |        - |         - |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |         - |          - |        - |          - |Sprungkick |Turbotempo |Hornattacke |Hitzewelle |         - |           - |Gewissheit |     - |Klammer |Psychokinese |        - |Pflücker |Nassschweif |           - |        - |
  2 Bisaknosp     |Psychoklinge |Sondersensor |          - |       - |Energieball |Furienschlag |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |         - |          - |        - |          - |Sprungkick |Turbotempo |Hornattacke |Hitzewelle |         - |           - |Gewissheit |     - |Klammer |Psychokinese |Hyperzahn |Pflücker |Nassschweif |           - |        - |
  3 Bisaflor      |Psychoklinge |Sondersensor |          - |       - |Energieball |Furienschlag |Rechte Hand |Nietenranke |Eissturm |Dreifachkick |        - |Heilbefehl |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |         - |          - |Fokusstoß |          - |Sprungkick |Turbotempo |Hornattacke |Hitzewelle |         - |           - |Gewissheit |     - |Klammer |Psychokinese |Hyperzahn |Pflücker |Nassschweif |           - |Erdkräfte |
  4 Glumanda      |           - |           - |          - |Rückkehr |          - |           - |Rechte Hand |Nietenranke |       - |           - |        - |Heilbefehl |Unheilböen |          - |Vielender |        - |Ladestrahl |          - |          - |Steinkante |Läuterfeuer |        - |Geheimpower |         - |Turbotempo |          - |Hitzewelle |         - |Scheinwerfer |Gewissheit |     - |      - |Psychokinese |Hyperzahn |       - |          - |Strafattacke |        - |
  5 Glutexo       |           - |           - |          - |Rückkehr |          - |           - |Rechte Hand |Nietenranke |       - |           - |        - |Heilbefehl |Unheilböen |          - |Vielender |        - |Ladestrahl |          - |          - |Steinkante |Läuterfeuer |        - |Geheimpower |         - |Turbotempo |          - |Hitzewelle |         - |Scheinwerfer |Gewissheit |     - |      - |Psychokinese |Hyperzahn |       - |          - |Strafattacke |        - |
  6 Glurak        |           - |           - |Blättertanz |Rückkehr |Energieball |           - |Rechte Hand |Nietenranke |Eissturm |           - |        - |Heilbefehl |Unheilböen |          - |Vielender |        - |Ladestrahl |Fadenschuss |          - |Steinkante |Läuterfeuer |        - |Geheimpower |         - |Turbotempo |          - |Hitzewelle |         - |Scheinwerfer |Gewissheit |     - |      - |Psychokinese |Hyperzahn |Pflücker |          - |Strafattacke |        - |
  7 Schiggy       |           - |           - |          - |Rückkehr |Energieball |           - |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |         - |          - |        - |        - |Ladestrahl |Fadenschuss |Drachenstoß |         - |          - |        - |Geheimpower |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |Gewissheit |     - |Klammer |           - |        - |       - |Nassschweif |           - |        - |
  8 Schillok      |           - |           - |          - |Rückkehr |Energieball |           - |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |         - |Blattgeißel |        - |        - |Ladestrahl |Fadenschuss |Drachenstoß |         - |          - |        - |Geheimpower |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |Gewissheit |     - |Klammer |           - |        - |       - |Nassschweif |           - |        - |
  9 Turtok        |           - |Sondersensor |          - |Rückkehr |Energieball |           - |Rechte Hand |Nietenranke |Eissturm |           - |Eisstrahl |         - |         - |Blattgeißel |        - |        - |Ladestrahl |Fadenschuss |Drachenstoß |         - |          - |        - |Geheimpower |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |Gewissheit |Lawine |Klammer |           - |Hyperzahn |       - |Nassschweif |           - |        - |
 10 Raupy         |Psychoklinge |           - |          - |Rückkehr |          - |Furienschlag |          - |Nietenranke |       - |           - |        - |Heilbefehl |         - |          - |        - |        - |         - |Fadenschuss |Drachenstoß |         - |          - |Fokusstoß |          - |         - |         - |          - |         - |         - |           - |         - |     - |      - |           - |Hyperzahn |       - |          - |Strafattacke |Erdkräfte |
 11 Safcon        |Psychoklinge |           - |          - |Rückkehr |          - |Furienschlag |          - |Nietenranke |       - |           - |        - |Heilbefehl |         - |          - |        - |Riechsalz |         - |Fadenschuss |Drachenstoß |         - |Läuterfeuer |Fokusstoß |          - |         - |         - |          - |         - |         - |           - |         - |     - |      - |           - |Hyperzahn |       - |          - |Strafattacke |Erdkräfte |
 12 Smettbo       |Psychoklinge |           - |          - |Rückkehr |          - |Furienschlag |          - |Nietenranke |       - |           - |        - |Heilbefehl |         - |          - |Vielender |Riechsalz |         - |Fadenschuss |Drachenstoß |Steinkante |Läuterfeuer |Fokusstoß |          - |Sprungkick |         - |          - |         - |         - |           - |         - |     - |      - |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 13 Hornliu       |           - |           - |          - |       - |          - |Furienschlag |          - |          - |       - |           - |        - |Heilbefehl |         - |          - |Vielender |        - |Ladestrahl |Fadenschuss |Drachenstoß |Steinkante |          - |        - |          - |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |         - |Lawine |      - |           - |Hyperzahn |       - |          - |Strafattacke |        - |
 14 Kokuna        |           - |           - |          - |       - |          - |Furienschlag |          - |          - |       - |           - |        - |Heilbefehl |         - |          - |Vielender |        - |Ladestrahl |Fadenschuss |Drachenstoß |Steinkante |          - |        - |          - |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |         - |Lawine |Klammer |           - |Hyperzahn |       - |          - |Strafattacke |Erdkräfte |
 15 Bibor         |           - |           - |          - |       - |          - |Furienschlag |          - |          - |       - |           - |        - |Heilbefehl |         - |Blattgeißel |Vielender |        - |Ladestrahl |Fadenschuss |Drachenstoß |Steinkante |Läuterfeuer |        - |Geheimpower |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |         - |Lawine |Klammer |           - |Hyperzahn |Pflücker |          - |Strafattacke |Erdkräfte |
 16 Taubsi        |Psychoklinge |           - |          - |Rückkehr |          - |Furienschlag |Rechte Hand |Nietenranke |       - |           - |Eisstrahl |         - |         - |Blattgeißel |        - |Riechsalz |         - |          - |          - |Steinkante |          - |Fokusstoß |Geheimpower |         - |Turbotempo |Hornattacke |Hitzewelle |         - |           - |         - |     - |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 17 Tauboga       |Psychoklinge |           - |          - |Rückkehr |          - |Furienschlag |Rechte Hand |Nietenranke |       - |           - |Eisstrahl |         - |         - |Blattgeißel |        - |Riechsalz |         - |          - |          - |Steinkante |          - |Fokusstoß |Geheimpower |         - |Turbotempo |Hornattacke |Hitzewelle |Volttackle |           - |         - |     - |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 18 Tauboss       |Psychoklinge |           - |          - |Rückkehr |          - |Furienschlag |Rechte Hand |Nietenranke |       - |           - |Eisstrahl |         - |         - |Blattgeißel |        - |Riechsalz |         - |          - |          - |Steinkante |          - |Fokusstoß |Geheimpower |         - |Turbotempo |Hornattacke |Hitzewelle |Volttackle |           - |         - |     - |Klammer |Psychokinese |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 19 Rattfratz     |           - |           - |          - |Rückkehr |Energieball |Furienschlag |Rechte Hand |          - |       - |           - |        - |         - |Unheilböen |          - |        - |Riechsalz |         - |Fadenschuss |          - |Steinkante |Läuterfeuer |        - |Geheimpower |Sprungkick |Turbotempo |Hornattacke |         - |         - |           - |         - |     - |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 20 Rattikarl     |           - |           - |          - |Rückkehr |Energieball |Furienschlag |Rechte Hand |          - |       - |           - |Eisstrahl |         - |Unheilböen |Blattgeißel |        - |Riechsalz |Ladestrahl |Fadenschuss |          - |Steinkante |Läuterfeuer |        - |Geheimpower |Sprungkick |Turbotempo |Hornattacke |         - |         - |           - |         - |Lawine |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 21 Habitak       |           - |           - |          - |Rückkehr |          - |Furienschlag |Rechte Hand |          - |Eissturm |           - |        - |Heilbefehl |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |Steinkante |          - |        - |Geheimpower |Sprungkick |Turbotempo |Hornattacke |         - |         - |           - |         - |Lawine |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 22 Ibitak        |           - |           - |          - |Rückkehr |          - |Furienschlag |Rechte Hand |          - |Eissturm |           - |        - |Heilbefehl |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |Steinkante |          - |Fokusstoß |Geheimpower |Sprungkick |Turbotempo |Hornattacke |Hitzewelle |         - |           - |         - |Lawine |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 23 Rettan        |           - |           - |          - |       - |          - |Furienschlag |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |         - |Blattgeißel |        - |        - |Ladestrahl |          - |          - |         - |Läuterfeuer |Fokusstoß |Geheimpower |         - |         - |          - |         - |Volttackle |           - |         - |     - |Klammer |           - |Hyperzahn |       - |          - |           - |Erdkräfte |
 24 Arbok         |           - |           - |          - |Rückkehr |          - |Furienschlag |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |         - |Blattgeißel |        - |        - |Ladestrahl |          - |          - |         - |Läuterfeuer |Fokusstoß |Geheimpower |         - |         - |          - |         - |Volttackle |           - |         - |     - |Klammer |           - |Hyperzahn |       - |          - |           - |Erdkräfte |
 25 Pikachu       |           - |Sondersensor |          - |       - |Energieball |           - |Rechte Hand |          - |Eissturm |           - |        - |         - |Unheilböen |          - |        - |        - |Ladestrahl |          - |Drachenstoß |         - |          - |        - |          - |         - |         - |Hornattacke |         - |Volttackle |           - |         - |Lawine |Klammer |           - |Hyperzahn |Pflücker |          - |Strafattacke |Erdkräfte |
 26 Raichu        |           - |Sondersensor |          - |       - |Energieball |           - |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |Unheilböen |          - |        - |        - |Ladestrahl |          - |Drachenstoß |         - |          - |        - |          - |         - |         - |Hornattacke |         - |Volttackle |           - |         - |Lawine |Klammer |           - |Hyperzahn |Pflücker |          - |Strafattacke |Erdkräfte |
 27 Sandan        |Psychoklinge |Sondersensor |          - |Rückkehr |          - |Furienschlag |Rechte Hand |Nietenranke |Eissturm |           - |Eisstrahl |         - |         - |          - |        - |        - |         - |          - |Drachenstoß |         - |          - |        - |Geheimpower |         - |         - |          - |         - |         - |           - |         - |     - |      - |Psychokinese |        - |Pflücker |          - |Strafattacke |Erdkräfte |
 28 Sandamer      |Psychoklinge |Sondersensor |          - |Rückkehr |          - |Furienschlag |Rechte Hand |Nietenranke |Eissturm |           - |Eisstrahl |Heilbefehl |         - |          - |        - |        - |         - |          - |Drachenstoß |         - |Läuterfeuer |        - |Geheimpower |         - |Turbotempo |          - |         - |Volttackle |           - |         - |     - |      - |Psychokinese |        - |Pflücker |          - |Strafattacke |Erdkräfte |
 29 Nidoran♀      |           - |Sondersensor |          - |Rückkehr |          - |           - |          - |          - |       - |           - |Eisstrahl |         - |         - |          - |Vielender |Riechsalz |         - |          - |          - |Steinkante |          - |Fokusstoß |          - |Sprungkick |Turbotempo |Hornattacke |         - |         - |           - |         - |     - |Klammer |           - |        - |       - |          - |           - |        - |
 30 Nidorina      |           - |Sondersensor |          - |Rückkehr |Energieball |           - |          - |          - |       - |           - |Eisstrahl |         - |         - |          - |Vielender |Riechsalz |         - |          - |          - |Steinkante |          - |Fokusstoß |          - |Sprungkick |Turbotempo |Hornattacke |         - |Volttackle |           - |         - |     - |Klammer |           - |Hyperzahn |       - |          - |           - |        - |
 31 Nidoqueen     |Psychoklinge |Sondersensor |          - |Rückkehr |Energieball |Furienschlag |          - |          - |Eissturm |           - |Eisstrahl |         - |         - |          - |Vielender |Riechsalz |Ladestrahl |          - |          - |Steinkante |          - |Fokusstoß |Geheimpower |Sprungkick |Turbotempo |Hornattacke |         - |Volttackle |           - |         - |     - |Klammer |           - |Hyperzahn |       - |Nassschweif |Strafattacke |Erdkräfte |
 32 Nidoran♂      |Psychoklinge |           - |          - |       - |Energieball |           - |          - |          - |       - |           - |Eisstrahl |         - |Unheilböen |Blattgeißel |        - |        - |         - |Fadenschuss |          - |         - |Läuterfeuer |Fokusstoß |          - |         - |         - |          - |         - |         - |Scheinwerfer |Gewissheit |     - |      - |Psychokinese |        - |       - |Nassschweif |           - |        - |
 33 Nidorino      |Psychoklinge |           - |          - |       - |Energieball |           - |          - |          - |       - |Dreifachkick |Eisstrahl |         - |Unheilböen |Blattgeißel |        - |Riechsalz |         - |Fadenschuss |          - |Steinkante |Läuterfeuer |Fokusstoß |          - |         - |         - |          - |         - |         - |Scheinwerfer |Gewissheit |Lawine |      - |Psychokinese |        - |       - |Nassschweif |Strafattacke |        - |
 34 Nidoking      |Psychoklinge |           - |          - |       - |Energieball |           - |          - |          - |       - |Dreifachkick |Eisstrahl |         - |Unheilböen |Blattgeißel |        - |Riechsalz |         - |Fadenschuss |          - |Steinkante |Läuterfeuer |Fokusstoß |          - |         - |         - |          - |         - |         - |Scheinwerfer |Gewissheit |Lawine |      - |Psychokinese |        - |       - |Nassschweif |Strafattacke |Erdkräfte |
 35 Piepi         |           - |           - |          - |Rückkehr |Energieball |Furienschlag |Rechte Hand |          - |       - |           - |        - |Heilbefehl |         - |Blattgeißel |        - |Riechsalz |Ladestrahl |          - |          - |Steinkante |          - |        - |          - |         - |Turbotempo |Hornattacke |Hitzewelle |Volttackle |           - |         - |     - |Klammer |Psychokinese |Hyperzahn |Pflücker |          - |           - |Erdkräfte |
 36 Pixi          |           - |Sondersensor |          - |Rückkehr |Energieball |Furienschlag |Rechte Hand |          - |       - |Dreifachkick |        - |Heilbefehl |         - |Blattgeißel |        - |Riechsalz |Ladestrahl |          - |          - |Steinkante |          - |        - |          - |         - |Turbotempo |Hornattacke |Hitzewelle |Volttackle |           - |         - |     - |Klammer |Psychokinese |Hyperzahn |Pflücker |          - |           - |Erdkräfte |
 37 Vulpix        |           - |Sondersensor |          - |Rückkehr |          - |           - |          - |Nietenranke |Eissturm |           - |        - |         - |Unheilböen |          - |        - |Riechsalz |Ladestrahl |Fadenschuss |          - |         - |Läuterfeuer |Fokusstoß |Geheimpower |         - |Turbotempo |Hornattacke |Hitzewelle |         - |Scheinwerfer |Gewissheit |Lawine |      - |           - |        - |       - |Nassschweif |Strafattacke |        - |
 38 Vulnona       |           - |Sondersensor |          - |Rückkehr |          - |           - |Rechte Hand |Nietenranke |Eissturm |           - |        - |         - |Unheilböen |          - |        - |Riechsalz |Ladestrahl |Fadenschuss |          - |         - |Läuterfeuer |Fokusstoß |Geheimpower |         - |Turbotempo |Hornattacke |Hitzewelle |         - |Scheinwerfer |Gewissheit |Lawine |      - |           - |        - |       - |Nassschweif |Strafattacke |        - |
 39 Pummeluff     |           - |Sondersensor |Blättertanz |Rückkehr |Energieball |Furienschlag |Rechte Hand |          - |       - |Dreifachkick |        - |         - |Unheilböen |          - |Vielender |Riechsalz |Ladestrahl |          - |          - |         - |Läuterfeuer |        - |Geheimpower |         - |         - |Hornattacke |         - |         - |           - |         - |     - |Klammer |           - |Hyperzahn |Pflücker |          - |           - |Erdkräfte |
 40 Knuddeluff    |           - |Sondersensor |Blättertanz |Rückkehr |Energieball |Furienschlag |Rechte Hand |          - |       - |Dreifachkick |        - |         - |Unheilböen |          - |Vielender |Riechsalz |Ladestrahl |          - |          - |         - |Läuterfeuer |        - |Geheimpower |         - |         - |Hornattacke |         - |Volttackle |           - |         - |     - |Klammer |           - |Hyperzahn |Pflücker |          - |           - |Erdkräfte |
 41 Zubat         |Psychoklinge |           - |          - |       - |          - |           - |Rechte Hand |          - |Eissturm |Dreifachkick |        - |Heilbefehl |         - |          - |        - |Riechsalz |         - |Fadenschuss |          - |Steinkante |Läuterfeuer |        - |          - |         - |         - |Hornattacke |         - |         - |           - |Gewissheit |Lawine |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 42 Golbat        |Psychoklinge |Sondersensor |          - |       - |          - |           - |Rechte Hand |          - |Eissturm |Dreifachkick |        - |Heilbefehl |Unheilböen |          - |        - |Riechsalz |         - |Fadenschuss |          - |Steinkante |Läuterfeuer |        - |          - |         - |         - |Hornattacke |         - |Volttackle |           - |Gewissheit |Lawine |Klammer |           - |Hyperzahn |Pflücker |Nassschweif |Strafattacke |Erdkräfte |
 43 Myrapla       |           - |           - |Blättertanz |       - |Energieball |Furienschlag |          - |Nietenranke |       - |           - |        - |         - |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |         - |          - |        - |Geheimpower |         - |Turbotempo |          - |         - |         - |Scheinwerfer |         - |     - |      - |           - |Hyperzahn |       - |Nassschweif |           - |        - |
 44 Duflor        |           - |           - |Blättertanz |       - |Energieball |Furienschlag |          - |Nietenranke |       - |           - |        - |Heilbefehl |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |         - |          - |        - |Geheimpower |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |Gewissheit |     - |      - |           - |Hyperzahn |Pflücker |Nassschweif |           - |Erdkräfte |
 45 Giflor        |Psychoklinge |           - |Blättertanz |       - |Energieball |Furienschlag |          - |Nietenranke |       - |           - |        - |Heilbefehl |         - |Blattgeißel |Vielender |Riechsalz |         - |          - |          - |         - |          - |        - |Geheimpower |         - |Turbotempo |Hornattacke |         - |         - |Scheinwerfer |Gewissheit |     - |      - |           - |Hyperzahn |Pflücker |Nassschweif |           - |Erdkräfte |
 46 Paras         |Psychoklinge |           - |Blättertanz |       - |          - |           - |          - |Nietenranke |       - |Dreifachkick |Eisstrahl |Heilbefehl |         - |          - |Vielender |Riechsalz |Ladestrahl |Fadenschuss |          - |         - |          - |        - |          - |         - |         - |          - |         - |         - |Scheinwerfer |         - |     - |      - |           - |Hyperzahn |Pflücker |Nassschweif |           - |        - |
